id,uuid,name,description,state,system_tags,user_tags,last_reading_at,added_at,updated_at,mac_address,owner,data,kit
4013,21054d53-cd86-421f-a4ab-d8e3d61086d6,Sentilo Noise T242536,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T242536/detail,has_published,System.Object[],System.Object[],4/6/2018,12/7/2016,12/7/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3443,29dbfd15-9a2c-49e8-811f-e4ceef0d6781,ecololo@home,,has_published,System.Object[],System.Object[],11/19/2017,6/10/2016,7/11/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2394,5019094a-408d-45af-8023-dafb0606a41f,Raphael2015,,has_published,System.Object[],System.Object[],12/6/2015,7/13/2015,12/23/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4278,f50c6b09-7bb1-4b18-9811-afd64ca4aac5,OnboardingTest4,onboarding test,not_configured,System.Object[],System.Object[],,4/6/2017,4/6/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
987,ba20bbb8-b1bd-4973-a7b7-f436b181e601,test,,never_published,System.Object[],System.Object[],,3/29/2014,3/29/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3123,05514d7c-7bf9-436a-b1be-a97a3032f50c,MonSCK,Hello smart city !,has_published,System.Object[],System.Object[],5/24/2016,2/17/2016,2/17/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3678,80bf481d-3d2b-427c-bac3-a3128df472e0,Dr. Jakobs LÃ¼neburger Altstadt,Its first kit of Lueneburg.,has_published,System.Object[],System.Object[],9/5/2016,8/31/2016,8/31/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2032,251743b4-bb5d-4eb7-8380-451712bdb6f5,JoseIsabel,,not_configured,System.Object[],System.Object[],,1/27/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
510,23615b54-d997-4249-b90a-811bc5db5540,Madison West Side,,never_published,System.Object[],System.Object[],,12/30/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3146,59e8b003-546b-4060-87b6-0cf16d6baba7,kit2_feb2016,"civic owned, dramsay@media current using",has_published,System.Object[],System.Object[],4/13/2016,2/26/2016,4/12/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3502,ed6b563e-bd4d-4098-a4f1-974ed3b6c550,NO2 Tube,Updating data manually on an spreadsheet https://goo.gl/Yal9kK,has_published,System.Object[],System.Object[],6/17/2016,6/16/2016,6/18/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3601,f8cc31b8-55d4-4006-b6eb-f03b8e99d04d,PiÃ±a,Testing it out!,never_published,System.Object[],System.Object[],,7/7/2016,7/7/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
2485,983b351b-8d53-43a2-af99-0c9b75b498ad,,,has_published,System.Object[],System.Object[],8/9/2015,8/9/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4381,ceda9fb9-102a-4b98-bc06-bf8e97eebf6c,nil,nil test,never_published,System.Object[],System.Object[],,8/18/2017,8/18/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
496,641f5706-c162-477f-84f6-77dd31773b51,Slopeside Place,,has_published,System.Object[],System.Object[],2/16/2015,12/27/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
730,7f3442b0-87d1-4a09-b3f3-a2913fd05bb3,Holmer Green ii,,has_published,System.Object[],System.Object[],9/9/2014,2/19/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
138,3061347f-36ae-4bf3-9fa8-a0b04d34af89,FabLabManchester,,never_published,System.Object[],System.Object[],,6/8/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
421,48662ea3-62b9-44f4-962c-64ba67f0af18,Innovatie@WaagSociety,,not_configured,System.Object[],System.Object[],,11/12/2013,11/12/2013,[FILTERED],,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4183,b02aac90-e6c1-4078-ac16-918182aa5e08,UrbanAQ Kit 1,This device is for experiment #2 of Making Sense,has_published,System.Object[],System.Object[],5/5/2017,2/20/2017,3/24/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4453,cce4c8c4-c817-46f5-85f3-26ecad25c60f,New Order,,has_published,System.Object[],System.Object[],2/5/2018,2/2/2018,2/3/2018,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3916,35381de8-126a-43bd-8354-57769b578397,Ojoz,Makingsense,not_configured,System.Object[],System.Object[],,12/1/2016,12/1/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
721,c93074bb-a6b0-4732-9836-5e4828cad004,P-TLN,,never_published,System.Object[],System.Object[],,2/2/2015,5/25/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
10002501,9474e4c5-78c1-46e0-9909-000e138d6e3f,test-33,sss,not_configured,System.Object[],System.Object[],,9/10/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
1411,a458795d-91af-4837-b652-f8c963bb98f4,FAB10_SolarKit,FAB10 Festival Solar Kit,has_published,System.Object[],System.Object[],7/16/2014,7/5/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1624,7bb1fc0f-d257-4012-a30e-1c57eb1b6ed1,ks SC,,not_configured,System.Object[],System.Object[],,9/21/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1513,8deb7a63-520c-4146-9b84-5b03486e8ce8,Sensor_IC,Test Sensor,has_published,System.Object[],System.Object[],8/24/2014,8/9/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3395,8e490cef-d446-454b-944d-6f6fd4f45321,Fablabsd_jfa,Using for the Hackathon,has_published,System.Object[],System.Object[],5/21/2016,5/21/2016,5/21/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2619,70c7ea08-77eb-4a01-8e07-5d560e14fd44,Puliyal sensor,Puliyal,not_configured,System.Object[],System.Object[],10/23/2015,10/19/2015,11/26/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
585,65daf061-574a-4158-bb99-7905ca2715e5,Memphis environmental monitor,,not_configured,System.Object[],System.Object[],,1/26/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3656,f23f8798-b912-4513-a5d3-eac3b8c651c2,CREO / FABLABATACAMA,,never_published,System.Object[],System.Object[],,8/2/2016,8/2/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
2260,1103af1b-ad4a-4f72-8462-34aed432b147,alab,,has_published,System.Object[],System.Object[],2/10/2018,5/24/2015,2/16/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2483,12286c36-bcaf-4c8b-b437-e2f784ae9bce,,,has_published,System.Object[],System.Object[],8/9/2015,8/7/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4083,48ea7fd1-76ff-4e9c-b9ec-65aea6a6abc3,M2MFatmaSA,,has_published,System.Object[],System.Object[],4/23/2017,12/21/2016,7/12/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
706,032a17e1-4783-4334-a178-a86a3626fef5,Cedar Mill Sensor,,has_published,System.Object[],System.Object[],10/3/2014,2/17/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
430,d0ecd539-7804-4e59-9f70-48625524744c,Zwijg,,not_configured,System.Object[],System.Object[],,11/22/2013,11/22/2013,[FILTERED],,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1636,6eddfba3-012f-413e-90f8-5ee6c7dd0979,"Belgrade, Juzni bulevar",,has_published,System.Object[],System.Object[],12/23/2015,9/28/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2112,b9bdf73d-594c-491a-a3e8-2cd7e1e915a2,cercanias prueba,Prueba,has_published,System.Object[],System.Object[],3/18/2015,3/16/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1778,7a36f7c9-6f1a-4efe-965d-c4cccefe5f23,RumbleSeat,,has_published,System.Object[],System.Object[],11/9/2014,11/6/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4157,9347d531-6afe-4dc5-9691-a3208ac13336,Kit chez Bruno,SCK chez Bruno LeL@b,has_published,System.Object[],System.Object[],1/29/2018,1/24/2017,1/24/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
142,8ec0e780-7844-4c0e-ba72-48209a686d79,Indibil Monitor,,has_published,System.Object[],System.Object[],1/25/2015,6/9/2013,4/16/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
197,1fc7c99a-48b3-4b45-a635-07f909addb2f,Team43_Lisbon,,not_configured,System.Object[],System.Object[],,7/9/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
549,cbc57849-11d8-4d8c-8669-e76ef40d83b9,SCK_v1.1_KickStarter,,has_published,System.Object[],System.Object[],4/14/2015,1/16/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
305,dbc2abe9-89be-4e85-9800-a1e9a9286c45,O Sisto,,not_configured,System.Object[],System.Object[],,9/14/2013,9/14/2013,[FILTERED],,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4291,65c1235e-7a23-4bce-a21b-2e6dc1665920,Petaluma,Monitoring our little lending library.,has_published,System.Object[],System.Object[],2/4/2018,4/10/2017,4/10/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3439,90244149-d181-4792-b913-c8dc6bc4fc8a,johns sck,,has_published,System.Object[],System.Object[],7/6/2016,6/8/2016,6/8/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2706,982c6985-b5f7-41f7-9799-765c6640e150,,,not_configured,System.Object[],System.Object[],11/21/2015,11/20/2015,11/26/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
3084,3e6a4f89-1b14-42fa-bc1e-1fad1887e382,Conrad,Waag-hals,not_configured,System.Object[],System.Object[],,2/3/2016,2/3/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
1000008,d08ee060-e8dd-46f8-af8c-4ebdfb2f9e60,El rei,This is a test on the new beta platform!,has_published,System.Object[],System.Object[],3/3/2016,11/11/2015,11/13/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2704,2612738d-4c31-4992-b503-56edb49fd7a2,Sanse Norte,,has_published,System.Object[],System.Object[],12/23/2015,11/17/2015,11/26/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3695,5f3eaf28-e3fd-48bf-a182-01c15c5c611a,Green,Green Test,has_published,System.Object[],System.Object[],9/28/2016,9/19/2016,2/2/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3695,5f3eaf28-e3fd-48bf-a182-01c15c5c611a,Green,Green Test,has_published,System.Object[],System.Object[],9/28/2016,9/19/2016,2/2/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
10002532,284d1295-99c8-4d73-a22c-313063a1a34f,Isetup 13,,not_configured,System.Object[],System.Object[],,9/25/2015,10/7/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
650,6215cc82-dca8-46f4-9b41-873ea72d519f,SandS Sensor,,not_configured,System.Object[],System.Object[],,2/9/2014,2/9/2014,[FILTERED],,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3552,b7f15cce-b15d-4c35-9d83-859cc6ed063d,Wesdek,Outisde,not_configured,System.Object[],System.Object[],,7/1/2016,7/1/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
4489,abad9c3f-8ece-4901-b1a2-367c43d63371,Sentilo Noise T241195,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T241195/detail,not_configured,System.Object[],System.Object[],,3/2/2018,3/2/2018,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
767,a8e7dfe0-59d5-4e58-b482-addc80731f98,Popayork,,not_configured,System.Object[],System.Object[],,2/23/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
10002508,43f21f5b-1a98-4f20-bda3-05cd9287bb29,Pomelo,as,not_configured,System.Object[],System.Object[],,9/14/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
82,17f5203c-ab58-4802-8509-7d46f7646dc9,VEIV01,sa,never_published,System.Object[],System.Object[],,5/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1497,51325a3e-c9b9-4753-b40d-40b4d9e0be68,Test SmartCat,,not_configured,System.Object[],System.Object[],,8/1/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1460,b88fb1cf-6ad4-4627-b2fe-08bd7c0b1c4e,Ecomappers,,has_published,System.Object[],System.Object[],8/22/2015,7/14/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1933,81af1710-4fd5-45fd-a243-4a9ffcd58e9b,CEI Moncloa 22:A6:FA,,has_published,System.Object[],System.Object[],4/12/2016,2/2/2015,1/8/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
222,66fe056a-241e-42e8-99cd-09b6dbdf97b1,SCK ZZZINC,ZZZINC indoor SCK,has_published,System.Object[],System.Object[],2/2/2015,7/22/2013,8/8/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2185,9b099ca1-45e9-4a0f-8a09-930131a332d1,UOIT Physics Smart Citizen,University of Ontario Institute of Technology Physics Department's Smart Citizen sensor.,has_published,System.Object[],System.Object[],4/15/2015,4/15/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
52,ea815900-c735-4a48-88eb-3e1983c4dd9e,Born - Sant Agusti Vell,,has_published,System.Object[],System.Object[],6/28/2013,4/28/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2124,a607f751-4160-4838-9222-a62d9b181238,#OPEN Torrevecchia Pia,#Smartcitizen Kit per #OPENTorrevecchiaPia,has_published,System.Object[],System.Object[],5/14/2015,3/22/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1801,16023617-a873-400b-a1a4-0de4f609dc0e,ACKsensor,Space sensor,has_published,System.Object[],System.Object[],7/4/2015,11/12/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3919,cd93038b-4814-4497-91a8-103a6a3a19f3,Les Corts,Making Sense Pilot #1,not_configured,System.Object[],System.Object[],,12/2/2016,12/2/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2325,67debb20-e72f-4f1d-98cc-e62d3285cc9a,PopayÃ¡ncinco,Sensor cinco,not_configured,System.Object[],System.Object[],,6/15/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1209,529c580a-36dc-48ec-925b-ae69ab37c771,Johnny's Kit,Kit des Avirons,has_published,System.Object[],System.Object[],5/20/2014,5/14/2014,5/19/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4480,3575025c-fefa-430c-a8bf-175ff8435436,gg 11,phd research project,has_published,System.Object[],System.Object[],2/26/2018,2/21/2018,2/21/2018,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1899,a54f7457-1534-4d6a-9d8c-77360cb52519,SAGRAT COR SCK,,has_published,System.Object[],System.Object[],6/18/2015,12/19/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1131,568199cf-d01f-4a0a-9784-36597b402975,"Mui Wo, Hong Kong",Place at the rooftop near Mui Wo ferry pier.,has_published,System.Object[],System.Object[],1/1/2018,4/23/2014,3/28/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
656,0be56b4c-4284-4bec-8b1b-46387c9c1f4a,D311 STUDIO,,not_configured,System.Object[],System.Object[],,2/10/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3758,87330c6f-8728-4df1-9f56-d7da594b4fe3,Ambleside1,,has_published,System.Object[],System.Object[],1/21/2017,11/13/2016,1/2/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2125,2a2fe646-f455-4d99-aca5-2917ea80fa5f,P-TLN,,never_published,System.Object[],System.Object[],,3/23/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
544,c9f118bc-edbe-46af-b494-8ee1a82b40b5,Denver - South,,has_published,System.Object[],System.Object[],6/30/2014,1/14/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2310,6e031dac-2913-4c6b-b385-2f9b2e2a38fc,Thomas' Yard,???????? by Thomas,has_published,System.Object[],System.Object[],6/29/2015,6/13/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2119,ceb08d5e-82b7-4f76-8c68-7630531a1a8b,CEI Moncloa 233315,,has_published,System.Object[],System.Object[],4/12/2016,3/20/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
4128,4a5a7c9a-1dc0-4149-9129-e9e65eeec626,OJOZ-2,,not_configured,System.Object[],System.Object[],,1/7/2017,1/7/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
4240,93d07a26-0c16-4c01-bf34-e4da42523c79,Oscarito,Making Sense Pilot #1 - Indoor Gran Via,has_published,System.Object[],System.Object[],9/27/2017,3/26/2017,3/26/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
769,2e196d65-c374-4ddb-9721-13268b257bc1,Studio Kirschner3D,Let's see what ABS does to your environment.....,has_published,System.Object[],System.Object[],4/12/2014,2/23/2014,4/13/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3587,03ef1429-9924-4ca2-9ec3-945a6cb8578b,FCC-5 - Mid 1,Future Cities Catapult,has_published,System.Object[],System.Object[],1/26/2018,7/6/2016,8/10/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2533,fb985427-0c7c-4902-be0c-bd6968742b1d,HouseBound,,has_published,System.Object[],System.Object[],9/2/2015,9/1/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3351,d8a980ed-5213-4eb2-bac3-05b58e5fdcc3,SCTesting,,has_published,System.Object[],System.Object[],5/21/2016,4/30/2016,4/30/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1168,b5a22367-a863-400c-8cf8-e9f68a798e24,Out in the Garden,,has_published,System.Object[],System.Object[],5/17/2014,5/2/2014,5/3/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2645,83ddd2ef-921e-47a9-aad9-3a14c1fe07ca,Senswear-ETS,,never_published,System.Object[],System.Object[],10/28/2015,10/28/2015,11/26/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
4385,d9b29c16-105d-4394-ba42-8f58a668b7c5,Swan Panda,"We make music with weather data, SuperCollider, MaxMSP and this is then also visualised all live. We are Swan Panda..",never_published,System.Object[],System.Object[],,8/27/2017,8/27/2017,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
1456,03725a6f-0edf-4671-8719-1e9ae81f2037,byo,,never_published,System.Object[],System.Object[],,7/10/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
863,0b7e6657-43c7-474e-a3c3-16d1bb03b652,EiSensor,,has_published,System.Object[],System.Object[],12/2/2014,3/13/2014,12/19/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2169,6fd24f19-9ceb-49d1-9982-5a37751cfb76,Urban Beehive Sensor - BeezThingz Ltd,,not_configured,System.Object[],System.Object[],,4/14/2015,10/8/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2176,5423bc44-ffcb-423c-ae91-5d0001183167,,Spaarndammerhout preliminary school. Noise datalogging,not_configured,System.Object[],System.Object[],,4/14/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2597,8356846f-234a-44a4-9fb4-1261bccb85cd,Welgemeend Plaas,,not_configured,System.Object[],System.Object[],10/16/2015,10/15/2015,11/26/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
4019,dea32160-327e-4e0c-b24f-569ecca7b287,s.musatti_16,Making Sense Pilot #1,has_published,System.Object[],System.Object[],1/5/2017,12/9/2016,12/9/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2111,3b85c5df-7ac2-48ef-8c51-f2d9e70c5e81,feelingCRGS,Smart Citizen inside CRGS at Fab Lab Monterrey,never_published,System.Object[],System.Object[],,3/15/2015,3/9/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1156,aa5f75f5-d7a5-4257-9c4c-8f7a3c510c6f,,,not_configured,System.Object[],System.Object[],,5/1/2014,5/1/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3918,fc9eeb66-7cc8-4d7c-a8a5-1bf2502d118d,CAEDv2.1 Northern Exposure,New Architecture Bldg,has_published,System.Object[],System.Object[],1/19/2018,12/2/2016,1/19/2018,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2638,6cf83124-3991-4681-b46f-565a689ce819,,,not_configured,System.Object[],System.Object[],10/26/2015,10/25/2015,11/26/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
1601,8d41d2e4-d710-43a0-9ca7-27acbc82a4fb,Corfu1,General environmental monitoring and testing of kit,has_published,System.Object[],System.Object[],9/23/2014,9/9/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
1000003,964c19a2-b3d9-4ca7-a215-a76bf41492d3,test-6,test,not_configured,System.Object[],System.Object[],,10/16/2015,11/26/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,
774,62567ba9-73b0-443a-8fca-307dc566e031,Cisco Connected Grid Device,,has_published,System.Object[],System.Object[],9/16/2014,2/24/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
2307,7a23ae6a-93be-4b4d-852b-99db33584317,hjiang's kit,Thanks for Thomas for the Workshop.,has_published,System.Object[],System.Object[],6/29/2015,6/13/2015,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
545,e5db66f4-94c8-4079-909c-1244e373d079,TEST,,not_configured,System.Object[],System.Object[],,1/14/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
356,d961bef8-4a61-4424-974f-42c45d7d73aa,IOTWF 25 - ID: 39:ac,IOTWF,has_published,System.Object[],System.Object[],10/29/2013,10/25/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
624,d7f05ad6-9a73-483b-b479-2fbfead7f954,pasadena,,not_configured,System.Object[],System.Object[],,2/4/2014,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
